thread_id,thread_text,time,cleaned,tweetnlp_topic
p501104855,"Why do americans hate mexicans so much? I can understand hating niggers, but mexicans? They are hardworking christians, literally the salt of the earth.They were the ones taking care of mowing your lawn and for cheap cleaning services and this is how you people treat them?White people charge an arm and a leg for labor work. Good luck finding affordable service.White men also overwhelmingly date latinas which means that now there will be more of them being deported.",03/21/25(Fri)14:56:16No.501104855,americans hate mexicans much  understand hating niggers  mexicans  hardworking christians  literally salt earth ones taking care mowing lawn cheap cleaning services people treat white people charge arm leg labor work  good luck finding affordable service white men also overwhelmingly date latinas means deported ,['news_&_social_concern']
p501099688,Do you think we could drain the melanin from a nigger's skin?This would solve alot of problems.,03/21/25(Fri)13:50:15No.501099688,think could drain melanin nigger skin would solve alot problems ,"['fitness_&_health', 'news_&_social_concern']"
p501099688,Do you think we could drain the melanin from a nigger's skin?This would solve alot of problems.,03/21/25(Fri)13:50:15No.501099688,think could drain melanin nigger skin would solve alot problems ,"['fitness_&_health', 'news_&_social_concern']"
p501103843,"#1 post now there. like tf who is even a nazi? let alone elon musk? like what does a present day nazi even do? post antisemitic memes online for shits and giggles?it all goes back to elon's ""nazi salute"" and if it truly was it's not like the audience was sig heiling behind him.",03/21/25(Fri)14:43:38No.501103843,# post  like tf even nazi  let alone elon musk  like present day nazi even  post antisemitic memes online shits giggles goes back elon  nazi salute  truly like audience sig heiling behind ,['news_&_social_concern']
p501105452,"Why should I hate non-whites, they have never actually caused any harm to me",03/21/25(Fri)15:03:34No.501105452,hate non whites  never actually caused harm,['news_&_social_concern']
p501094596,">Heathrow to resume some flights and hopes to run full operation tomorrowhttps://www.bbc.co.uk/news/live/cly24zvvwxlt>Putin would breach Ukraine deal if it is not defended, says PMhttps://www.bbc.co.uk/news/articles/cwyd0v3344qo>Government borrowing higher than expected in Februaryhttps://www.bbc.co.uk/news/articles/c0jglw54yvyo>Badenoch warns Tories of difficult local electionshttps://www.bbc.co.uk/news/articles/cvg5dpl1j4zo>Uber offers 20 hours of free childcare in bid to lure female drivershttps://www.bbc.co.uk/news/articles/cgm1pmdlvx8o",03/21/25(Fri)12:41:36No.501094596, heathrow resume flights hopes run full operation tomorrowhttps www bbc co uk news live clyzvvwxlt putin would breach ukraine deal defended  says pmhttps www bbc co uk news articles cwydvqo government borrowing higher expected februaryhttps www bbc co uk news articles cjglwyvyo badenoch warns tories difficult local electionshttps www bbc co uk news articles cvgdpljzo uber offers  hours free childcare bid lure female drivershttps www bbc co uk news articles cgmpmdlvxo,"['business_&_entrepreneurs', 'news_&_social_concern']"
p501097641,Not like we can see into their soul or some bollocks,03/21/25(Fri)13:22:16No.501097641,like see soul bollocks,['music']
p501089839,"Sorry Britbros, but coffee is so much more delicious than tea. I'm on my 10th cup for the day. Black, of course. No sugar. The only way to drink coffee.",03/21/25(Fri)11:37:42No.501089839,sorry britbros  coffee much delicious tea  th cup day  black  course  sugar  way drink coffee ,"['diaries_&_daily_life', 'food_&_dining']"
p501086795,Was 4chan ever a leftist site?Was there ever an appreciable number of leftists in this place?,03/21/25(Fri)10:53:45No.501086795,chan ever leftist site ever appreciable number leftists place ,['news_&_social_concern']
p501089871,Made by boeing though so will it be bogged? Apparently it's been flying for 5 years,03/21/25(Fri)11:38:10No.501089871,made boeing though bogged  apparently flying  years,['diaries_&_daily_life']
p501106785,why are zoomers so much uglier than their parents?,03/21/25(Fri)15:21:23No.501106785,zoomers much uglier parents ,"['diaries_&_daily_life', 'family']"
p501100027,Why are Americans the only people in the world who defend (((car dependency)))?,03/21/25(Fri)13:55:03No.501100027,americans people world defend  car dependency ,['news_&_social_concern']
p501081812,You can't refute this. This one and the teeth always convinces regular people.,03/21/25(Fri)09:36:08No.501081812,refute  one teeth always convinces regular people ,[]
p501099362,notice something,03/21/25(Fri)13:45:26No.501099362,notice something,['diaries_&_daily_life']
p501100181,Why are young white men across the world turning to Fascism and National Socialism?What are the implications of this?,03/21/25(Fri)13:57:13No.501100181,young white men across world turning fascism national socialism implications ,['news_&_social_concern']
p501094167,Should all russians be expelled from European countries? I think it would lead to lasting peace.,03/21/25(Fri)12:35:14No.501094167,russians expelled european countries  think would lead lasting peace ,['news_&_social_concern']
p501105070,"While everyone was distracted with the pyramid pillar conspiracy theories, Israel has just began their ground invasion of Palestine with the full backing of Donald Trump. Is this the end of Hamas and Palestine as a terrorist base?",03/21/25(Fri)14:58:50No.501105070,everyone distracted pyramid pillar conspiracy theories  israel began ground invasion palestine full backing donald trump  end hamas palestine terrorist base ,['news_&_social_concern']
p501081812,You can't refute this. This one and the teeth always convinces regular people.,03/21/25(Fri)09:36:08No.501081812,refute  one teeth always convinces regular people ,[]
p501105906,>Make America Great Again means Make American Great Britain Again,03/21/25(Fri)15:09:37No.501105906, make america great means make american great britain,['news_&_social_concern']
p501102375,>scientists from english speaking country cant even speak english fluentlyBWAHAHAHA these south african dudes were diversity hireshttps://youtu.be/zAKSVhAnaQs?si=zDXoMyB6Mvu_k2hi[Embed],03/21/25(Fri)14:24:53No.501102375, scientists english speaking country cant even speak english fluentlybwahahaha south african dudes diversity hireshttps youtu zaksvhanaqs si zdxomybmvu khi embed ,"['learning_&_educational', 'news_&_social_concern']"
p501103637,"She is objectively nasty, has a world class RBF, and is a TDS nut.Famously, destroyed Sarah Palin with that fish in a barrel interview.Despite this, there is barely anything negative about her found through search results on Google and Youtube. How can she not have hundreds of compilations of her being a cunt???She is also protected on Google search autocomplete...Does anyone have an explanation for the lack of negativity online? Is she a mockingbird asset?",03/21/25(Fri)14:41:06No.501103637,objectively nasty  world class rbf  tds nut famously  destroyed sarah palin fish barrel interview despite  barely anything negative found search results google youtube  hundreds compilations cunt also protected google search autocomplete anyone explanation lack negativity online  mockingbird asset ,"['news_&_social_concern', 'sports']"
p501089389,">‘The View’ Whoopi Goldberg has a MELTDOWN and says she is “enraged” by Donald Trump saying that “There is a definite anti-White feeling in the country”>“Yeah, Sir. Nobody in your family was hung. Nobody in your family was chased because of the color of their skin. How dare you? There’s no anti-white issue here. You are perpetrating anti-humanist issues here”https://youtube.com/shorts/pu_uzPQgBaY?si=ijPsAGO98TINSBG6",03/21/25(Fri)11:31:43No.501089389, ‘the view’ whoopi goldberg meltdown says “enraged” donald trump saying “there definite anti white feeling country” “yeah  sir  nobody family hung  nobody family chased color skin  dare  there’s anti white issue  perpetrating anti humanist issues here”https youtube com shorts pu uzpqgbay si ijpsagotinsbg,['news_&_social_concern']
p501099688,Do you think we could drain the melanin from a nigger's skin?This would solve alot of problems.,03/21/25(Fri)13:50:15No.501099688,think could drain melanin nigger skin would solve alot problems ,"['fitness_&_health', 'news_&_social_concern']"
